Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
49.2,143.6,9.7,6.8,6.0,146.1,0,Assam,-1
45.0,146.0,10.6,10.4,4.6,151.2,1,Bhuttan,+1
65.4,153.5,12.6,8.4,5.3,156.0,0,Assam,-1
46.0,133.3,2.8,11.1,4.4,141.4,0,Bhuttan,+1
72.8,112.4,6.6,5.1,2.8,115.3,1,Assam,-1
44.9,144.1,12.3,10.3,6.9,148.3,1,Bhuttan,+1
48.5,152.2,12.1,6.6,5.0,154.7,0,Assam,-1
33.2,159.8,7.5,9.2,4.4,162.3,0,Assam,-1
32.4,152.4,9.4,7.9,5.8,158.1,1,Bhuttan,+1
46.0,147.1,3.2,13.4,6.2,150.6,1,Bhuttan,+1
65.4,140.4,18.0,8.7,4.6,142.9,1,Assam,-1
55.9,145.3,18.2,10.4,5.2,150.7,1,Bhuttan,+1
29.4,131.5,7.9,9.8,7.5,136.8,1,Bhuttan,+1
46.4,158.6,11.9,5.0,3.8,161.1,0,Assam,-1
32.3,150.3,14.1,9.7,5.5,157.2,1,Bhuttan,+1
57.4,159.0,3.0,6.1,4.1,161.5,0,Assam,-1
37.8,155.3,6.5,7.5,5.2,158.8,1,Bhuttan,+1
57.0,142.1,4.0,6.6,5.2,145.8,1,Bhuttan,+1
48.0,137.4,6.5,11.2,5.5,144.5,1,Bhuttan,+1
66.7,144.4,5.5,10.0,3.5,146.9,0,Assam,-1
53.0,156.6,15.3,9.2,7.0,160.1,1,Bhuttan,+1
64.6,148.1,15.1,7.2,5.3,150.6,0,Assam,-1
34.6,151.5,12.7,10.3,6.6,155.5,1,Bhuttan,+1
52.3,131.7,12.8,5.9,5.9,137.5,0,Assam,-1
49.6,152.1,12.4,7.1,4.3,155.1,0,Assam,-1
32.4,148.3,11.0,9.1,4.4,150.8,0,Assam,-1
44.6,138.6,13.5,7.3,5.2,141.1,0,Assam,-1
40.7,151.7,15.4,6.5,6.2,158.6,0,Bhuttan,+1
54.2,154.3,14.3,9.1,6.3,157.8,1,Bhuttan,+1
41.3,133.6,4.8,11.8,6.3,138.2,1,Bhuttan,+1
37.5,144.4,14.1,9.3,7.1,147.9,1,Bhuttan,+1
39.4,146.8,17.1,5.6,7.6,152.2,1,Bhuttan,+1
41.7,128.7,13.2,7.5,4.8,131.2,0,Assam,-1
52.3,152.1,11.5,7.5,4.8,155.6,1,Bhuttan,+1
42.1,142.5,10.4,9.9,6.9,147.8,1,Bhuttan,+1
38.4,150.8,7.4,8.3,5.0,153.3,0,Assam,-1
30.8,138.9,14.0,5.7,4.9,141.4,0,Assam,-1
46.9,128.6,9.8,7.2,4.1,131.1,0,Assam,-1
66.7,136.7,9.2,7.9,5.6,139.2,0,Assam,-1
30.8,160.7,12.2,8.5,7.7,164.2,1,Bhuttan,+1
69.7,139.1,7.6,7.1,3.7,141.6,0,Assam,-1
48.0,150.7,11.3,8.0,5.6,155.9,0,Assam,-1
54.7,150.4,4.0,9.5,5.7,153.0,0,Assam,-1
44.7,148.6,10.9,9.5,4.9,151.1,0,Assam,-1
49.0,138.0,5.0,9.0,5.8,140.5,0,Assam,-1
32.9,159.3,9.3,8.7,5.6,163.0,1,Bhuttan,+1
40.1,142.8,14.5,10.5,4.6,146.6,1,Bhuttan,+1
39.4,137.1,10.9,11.9,7.2,140.6,0,Bhuttan,+1
35.9,138.4,12.9,12.7,7.0,143.8,1,Bhuttan,+1
37.5,156.7,8.0,10.0,4.6,159.2,0,Assam,-1
47.2,144.1,14.4,10.0,3.0,146.6,0,Assam,-1
34.0,136.2,9.5,11.8,5.8,141.6,1,Bhuttan,+1
13.7,120.5,9.1,10.1,5.3,125.2,1,Bhuttan,+1
35.1,164.4,8.9,9.4,6.0,166.9,0,Assam,-1
32.2,138.9,4.4,10.2,5.6,142.6,1,Bhuttan,+1
28.4,142.8,5.3,10.3,5.7,146.8,1,Bhuttan,+1
29.6,136.6,1.2,10.2,5.0,141.4,1,Bhuttan,+1
61.1,151.5,7.2,8.0,7.1,156.6,0,Assam,-1
39.1,135.2,11.6,11.6,6.9,138.7,1,Bhuttan,+1
47.6,161.5,0.4,9.4,6.5,168.7,1,Bhuttan,+1
51.3,132.7,13.1,8.8,4.3,135.2,0,Assam,-1
24.7,142.6,14.2,9.3,5.9,146.1,1,Bhuttan,+1
49.2,149.6,-1.4,13.0,5.8,153.1,1,Bhuttan,+1
46.0,150.4,15.3,7.5,5.0,152.9,0,Assam,-1
72.1,143.8,10.5,9.1,3.4,146.3,1,Assam,-1
62.0,150.9,17.4,9.8,5.6,153.4,1,Assam,-1
43.7,155.9,11.8,10.3,6.7,159.4,1,Bhuttan,+1
38.0,126.7,6.9,10.7,5.6,133.0,1,Bhuttan,+1
37.3,127.7,3.4,12.7,6.5,134.5,1,Bhuttan,+1
57.8,133.4,7.8,10.6,3.7,137.4,0,Assam,-1
55.4,149.6,16.3,4.9,4.0,152.1,0,Assam,-1
39.0,164.4,18.5,12.6,4.1,166.9,1,Assam,-1
50.2,151.8,15.9,9.8,5.6,155.3,1,Bhuttan,+1
54.9,137.9,9.0,12.2,7.1,143.8,1,Bhuttan,+1
38.0,152.3,10.3,6.8,6.6,156.6,1,Bhuttan,+1
46.1,166.2,2.4,11.8,5.5,169.7,1,Bhuttan,+1
50.8,148.7,11.7,6.2,5.3,151.2,0,Assam,-1
45.3,157.0,5.0,8.5,5.0,159.5,0,Assam,-1
47.5,156.1,14.0,9.6,3.9,158.6,0,Assam,-1
66.3,142.1,1.7,9.5,7.3,146.0,0,Bhuttan,+1
39.3,148.4,12.9,10.1,6.5,150.9,0,Assam,-1
26.0,134.2,6.1,8.4,7.0,139.9,0,Bhuttan,+1
26.0,151.8,9.6,7.9,6.1,154.3,0,Assam,-1
35.5,135.2,14.7,8.9,5.6,137.7,0,Assam,-1
42.1,155.6,9.4,11.8,8.2,159.7,1,Bhuttan,+1
46.2,145.9,12.0,12.8,6.3,150.2,1,Bhuttan,+1
42.8,148.2,11.9,11.5,7.0,153.2,1,Bhuttan,+1
47.6,135.2,6.4,8.7,4.2,137.7,1,Assam,-1
36.8,154.0,5.6,8.3,4.3,156.5,0,Assam,-1
61.9,152.7,16.0,8.6,6.6,157.2,0,Assam,-1
54.4,143.6,7.3,8.2,5.6,146.1,0,Assam,-1
50.5,152.3,12.9,13.0,3.9,158.0,1,Bhuttan,+1
40.3,134.3,7.0,8.7,7.0,139.3,1,Bhuttan,+1
54.5,141.3,5.6,8.9,4.9,144.8,1,Bhuttan,+1
35.2,147.4,17.0,8.2,4.6,150.3,0,Assam,-1
42.3,163.4,9.9,7.9,5.6,168.0,1,Bhuttan,+1
43.7,140.7,12.5,6.6,5.9,144.2,1,Bhuttan,+1
60.8,139.0,6.0,7.7,5.6,142.5,0,Assam,-1
53.6,155.2,5.2,9.1,6.7,158.7,1,Bhuttan,+1
39.9,136.8,9.5,9.9,5.3,139.3,0,Assam,-1
28.9,128.7,8.2,11.5,5.5,138.9,1,Bhuttan,+1
30.7,119.1,8.8,14.0,5.3,124.9,1,Bhuttan,+1
28.8,131.2,5.3,10.8,7.4,139.5,1,Bhuttan,+1
37.7,148.0,5.6,6.9,4.4,150.9,0,Assam,-1
41.7,161.3,3.9,11.9,4.3,166.0,1,Bhuttan,+1
46.5,147.5,8.8,8.1,5.3,150.0,0,Assam,-1
50.9,144.9,11.3,8.3,5.5,148.2,0,Assam,-1
44.8,139.9,12.2,5.5,3.6,142.9,0,Assam,-1
33.4,142.7,13.0,13.0,5.6,146.2,1,Bhuttan,+1
57.4,141.4,21.6,9.0,7.4,144.9,1,Bhuttan,+1
53.5,159.6,17.4,11.8,4.6,162.1,1,Assam,-1
32.1,131.3,6.0,8.4,6.2,137.0,1,Bhuttan,+1
43.9,151.3,15.1,6.7,5.0,155.6,0,Assam,-1
45.4,139.3,4.5,7.8,4.5,142.8,1,Bhuttan,+1
39.3,155.7,7.6,9.4,5.5,158.2,0,Assam,-1
41.1,137.7,8.3,7.2,5.5,141.2,0,Bhuttan,+1
49.6,148.1,3.3,7.7,7.4,155.8,1,Bhuttan,+1
48.0,142.2,8.3,7.7,3.7,145.7,1,Bhuttan,+1
40.4,127.0,7.4,13.0,4.3,132.5,1,Bhuttan,+1
38.9,126.5,9.8,10.5,6.1,130.0,1,Bhuttan,+1
39.6,172.8,12.4,8.5,4.8,175.3,0,Assam,-1
30.9,166.7,10.8,8.2,3.1,169.2,0,Assam,-1
45.5,121.8,6.5,11.4,4.2,128.3,1,Bhuttan,+1
30.6,144.3,1.3,5.3,5.7,147.8,1,Bhuttan,+1
37.8,150.7,7.7,11.3,5.6,156.2,1,Bhuttan,+1
57.2,137.3,12.9,11.3,5.1,140.8,1,Bhuttan,+1
43.8,140.1,10.7,8.1,5.5,142.6,0,Assam,-1
42.9,130.2,7.7,12.7,6.8,134.3,0,Bhuttan,+1
18.2,120.8,7.3,11.6,6.5,128.3,0,Bhuttan,+1
43.2,147.1,-1.1,9.2,4.3,150.6,1,Bhuttan,+1
34.7,136.1,15.9,6.3,4.3,138.6,0,Assam,-1
49.9,154.2,11.7,5.7,6.6,158.1,0,Assam,-1
61.3,136.3,8.1,6.9,4.5,138.8,1,Assam,-1
42.0,143.3,10.0,4.4,5.0,145.8,0,Assam,-1
38.7,135.7,13.8,11.8,6.4,139.2,0,Bhuttan,+1
35.1,147.5,9.9,11.2,7.0,151.0,1,Bhuttan,+1
44.0,156.4,16.2,6.3,2.8,158.9,0,Assam,-1
60.7,125.7,11.1,9.5,4.5,128.2,0,Assam,-1
48.7,170.2,11.2,9.9,4.4,172.7,0,Assam,-1
61.3,133.2,10.1,6.9,5.6,135.7,0,Assam,-1
58.6,119.0,9.3,6.7,4.6,121.5,0,Assam,-1
57.5,129.5,12.4,6.3,3.7,132.0,0,Assam,-1
25.0,119.3,5.8,10.0,5.4,125.7,1,Bhuttan,+1
57.1,151.5,9.4,8.5,7.7,154.7,0,Assam,-1
25.8,133.3,1.5,9.6,7.1,140.0,1,Bhuttan,+1
48.8,126.4,12.8,10.9,2.8,128.9,0,Assam,-1
31.2,150.1,6.8,13.1,7.6,153.6,1,Bhuttan,+1
33.9,139.6,10.5,11.4,6.2,143.1,1,Bhuttan,+1
40.9,147.6,13.0,11.7,7.5,151.1,1,Bhuttan,+1
40.2,133.4,10.4,6.9,5.7,139.4,1,Bhuttan,+1
56.1,141.9,5.3,9.5,4.8,145.6,1,Bhuttan,+1
38.8,153.7,1.3,9.0,5.1,157.2,1,Bhuttan,+1
39.7,130.0,8.3,11.0,4.3,136.6,1,Bhuttan,+1
46.0,141.3,15.4,11.9,6.3,148.5,0,Bhuttan,+1
35.6,152.9,12.1,7.2,4.0,155.9,0,Assam,-1
37.1,150.2,12.6,6.7,3.7,152.7,0,Assam,-1
39.7,144.0,10.0,11.3,6.2,147.5,1,Bhuttan,+1
48.1,151.7,16.7,8.8,6.1,154.2,0,Assam,-1
40.5,156.2,16.1,8.1,7.2,161.9,1,Bhuttan,+1
50.3,134.5,15.7,8.5,6.3,137.0,0,Assam,-1
32.0,160.6,14.7,4.5,5.5,163.1,0,Assam,-1
51.5,139.0,15.4,7.6,6.5,141.5,1,Assam,-1
51.9,162.4,15.2,7.6,4.6,164.9,0,Assam,-1
53.4,138.6,11.4,5.5,4.5,143.1,0,Assam,-1
46.2,133.2,8.9,12.2,6.5,137.8,1,Bhuttan,+1
35.3,149.7,15.8,10.4,5.7,152.2,0,Assam,-1
61.8,137.4,9.9,8.4,4.4,139.9,0,Assam,-1
69.2,152.3,11.7,6.0,3.5,154.8,0,Assam,-1
33.9,130.6,6.4,9.9,6.5,136.6,1,Bhuttan,+1
63.2,154.4,18.6,7.4,6.1,156.9,1,Assam,-1
44.7,146.9,13.2,6.5,5.9,150.4,1,Bhuttan,+1
62.3,151.2,11.0,7.5,6.3,153.7,0,Assam,-1
63.7,155.6,18.9,8.5,3.9,158.1,0,Assam,-1
49.0,138.9,11.0,8.6,5.3,141.4,0,Assam,-1
55.3,155.4,11.9,8.0,4.1,157.9,0,Assam,-1
47.1,130.8,-1.5,8.3,6.3,135.2,1,Bhuttan,+1
50.4,160.3,16.4,10.3,5.2,163.8,1,Bhuttan,+1
36.1,156.2,7.8,5.8,5.1,158.7,0,Assam,-1
51.6,161.1,10.9,6.6,5.2,163.6,0,Assam,-1
44.9,154.2,29.1,9.7,5.1,157.7,0,Assam,-1
48.6,129.1,13.1,8.1,5.3,132.7,0,Assam,-1
52.8,138.9,18.1,7.2,4.7,141.4,0,Assam,-1
41.5,133.7,6.3,7.8,6.1,139.5,1,Bhuttan,+1
66.0,141.1,10.9,7.8,2.6,143.7,0,Assam,-1
57.5,154.3,16.4,8.5,4.6,157.0,0,Assam,-1
59.9,131.0,12.0,7.0,4.8,134.4,0,Assam,-1
40.8,137.1,13.4,9.2,7.3,142.4,1,Bhuttan,+1
47.2,149.5,10.7,5.2,6.2,153.6,0,Assam,-1
34.9,154.7,14.0,8.7,5.6,160.4,1,Bhuttan,+1
59.6,147.3,9.5,9.2,4.9,150.8,1,Bhuttan,+1
29.3,130.4,9.4,8.2,8.0,133.9,1,Bhuttan,+1
38.7,140.2,11.0,9.5,5.6,146.6,1,Bhuttan,+1
39.6,132.6,1.1,13.9,6.1,140.7,1,Bhuttan,+1
29.1,127.9,9.7,11.0,6.8,134.5,1,Bhuttan,+1
41.4,132.6,4.1,10.7,5.9,136.7,1,Bhuttan,+1
48.3,154.5,2.7,7.1,5.1,157.0,0,Assam,-1
43.3,154.7,12.1,9.4,6.8,157.2,1,Assam,-1
51.5,144.2,15.7,9.3,6.0,148.6,1,Bhuttan,+1
56.2,135.0,12.4,6.8,4.7,137.5,0,Assam,-1
53.1,159.7,10.5,9.7,3.3,162.9,0,Assam,-1
41.5,138.7,15.8,8.9,5.1,145.2,1,Bhuttan,+1
48.1,159.6,12.9,12.5,5.8,163.1,1,Bhuttan,+1
47.9,151.7,7.2,5.8,6.0,154.2,0,Assam,-1
47.1,158.9,7.9,11.6,5.8,166.7,1,Bhuttan,+1
44.0,121.5,11.2,8.6,4.5,124.0,0,Assam,-1
59.4,146.9,3.4,8.4,6.0,150.4,1,Bhuttan,+1
30.0,141.2,14.2,10.0,5.1,144.7,1,Bhuttan,+1
46.7,145.6,5.1,6.8,4.1,148.1,0,Assam,-1
36.2,142.0,11.0,5.5,3.3,144.5,0,Assam,-1
38.1,156.7,9.5,13.9,4.5,160.6,1,Bhuttan,+1
54.3,141.3,8.1,10.6,6.0,144.8,1,Bhuttan,+1
21.3,139.1,12.4,11.0,7.4,142.6,1,Bhuttan,+1
39.5,144.6,3.8,8.5,5.8,147.1,0,Assam,-1
32.2,139.1,8.1,11.6,7.2,142.8,0,Bhuttan,+1
54.1,134.8,14.8,7.7,5.8,137.3,1,Assam,-1
40.4,147.7,3.2,9.1,6.5,154.1,1,Bhuttan,+1
23.8,140.3,18.8,9.8,7.0,143.8,1,Bhuttan,+1
54.1,131.9,10.5,7.7,5.1,134.9,0,Assam,-1
45.5,143.7,16.2,7.5,5.2,146.2,0,Assam,-1
38.7,163.8,15.7,9.4,5.4,167.3,0,Bhuttan,+1
61.3,125.4,12.8,7.1,6.3,128.3,0,Assam,-1
52.4,153.2,15.3,10.7,5.9,156.7,1,Bhuttan,+1
45.8,145.3,6.2,8.3,6.8,148.8,0,Bhuttan,+1
50.0,170.2,18.7,7.4,6.4,172.7,0,Assam,-1
27.7,122.8,5.5,8.0,7.3,129.6,1,Bhuttan,+1
39.7,148.4,21.7,7.4,5.8,154.0,1,Bhuttan,+1
36.4,164.3,14.2,7.6,4.0,167.1,0,Assam,-1
34.0,138.2,13.2,6.9,5.2,142.8,1,Bhuttan,+1
35.5,133.1,4.7,7.7,6.3,139.4,1,Bhuttan,+1
51.5,145.9,7.6,13.3,7.2,149.8,1,Bhuttan,+1
32.8,126.6,9.4,6.4,6.4,132.6,1,Bhuttan,+1
43.4,155.4,4.9,8.4,6.7,158.6,0,Assam,-1
54.6,141.8,13.8,8.5,5.7,145.3,1,Bhuttan,+1
38.6,129.6,14.3,10.3,5.7,134.0,1,Assam,-1
45.3,148.5,14.4,7.8,3.3,151.0,0,Assam,-1
21.3,161.8,16.9,10.6,3.0,164.3,0,Assam,-1
53.2,147.5,16.8,5.2,5.0,153.6,0,Assam,-1
44.9,146.2,9.1,7.7,5.6,153.9,1,Bhuttan,+1
29.9,144.0,18.2,10.4,6.0,148.8,1,Bhuttan,+1
25.9,137.1,13.5,10.9,4.6,139.6,0,Assam,-1
53.0,157.0,11.3,7.8,6.5,161.8,1,Bhuttan,+1
55.3,158.1,2.6,11.5,6.0,164.9,1,Bhuttan,+1
46.1,157.7,14.1,6.3,1.4,160.2,0,Assam,-1
49.9,147.6,6.8,9.4,4.9,152.9,1,Bhuttan,+1
39.8,153.4,3.3,9.3,6.3,156.9,1,Bhuttan,+1
34.0,146.3,12.8,7.4,4.5,149.8,1,Bhuttan,+1
40.9,137.6,3.9,11.2,7.2,144.2,1,Bhuttan,+1
35.9,139.5,13.9,14.9,6.5,146.8,1,Bhuttan,+1
50.4,150.4,15.8,10.5,5.4,154.9,1,Bhuttan,+1
57.0,152.3,18.5,10.4,5.6,154.8,0,Assam,-1
29.4,151.5,9.3,9.0,6.5,154.0,0,Assam,-1
44.7,162.0,5.8,7.5,6.8,164.5,0,Assam,-1
30.1,148.7,17.3,8.7,4.7,151.2,0,Assam,-1
48.0,152.4,14.2,7.3,7.3,155.9,1,Bhuttan,+1
33.0,133.2,6.0,8.8,4.0,138.5,1,Bhuttan,+1
58.8,173.3,1.7,6.8,6.3,178.9,1,Bhuttan,+1
56.3,121.9,9.8,8.7,3.5,124.4,0,Assam,-1
47.1,147.7,13.8,10.3,6.0,150.2,0,Assam,-1
21.6,139.3,-0.2,8.4,5.6,143.4,1,Bhuttan,+1
38.9,145.6,15.8,8.7,7.9,150.5,1,Bhuttan,+1
32.1,163.8,12.9,9.8,4.4,166.3,0,Assam,-1
30.9,137.8,7.0,6.0,5.0,143.7,0,Bhuttan,+1
49.5,161.9,1.4,9.1,7.1,165.4,0,Bhuttan,+1
50.4,142.0,9.9,7.2,4.8,144.5,0,Assam,-1
42.0,157.6,14.0,10.2,4.8,162.0,1,Bhuttan,+1
46.0,152.3,14.1,7.0,4.3,156.7,0,Assam,-1
32.0,143.5,-4.8,14.4,4.8,150.8,1,Bhuttan,+1
44.4,151.1,3.3,8.6,7.2,155.4,1,Bhuttan,+1
33.1,168.1,26.3,7.9,5.3,171.9,0,Assam,-1
45.1,142.1,11.5,7.6,3.7,145.3,0,Assam,-1
41.9,143.7,12.9,5.7,4.6,146.2,0,Assam,-1
42.6,157.3,13.2,8.8,4.3,159.8,0,Assam,-1
56.6,125.0,11.1,7.4,5.2,127.5,0,Assam,-1
50.7,149.2,5.5,9.1,6.4,151.7,0,Assam,-1
40.0,139.8,5.5,9.1,5.8,145.4,1,Bhuttan,+1
45.8,141.4,3.7,8.4,8.2,144.9,1,Bhuttan,+1
27.4,146.2,-4.6,7.1,5.1,151.0,1,Bhuttan,+1
33.4,140.1,11.5,9.7,6.6,144.0,1,Bhuttan,+1
34.3,136.9,-1.2,11.5,7.7,142.1,1,Bhuttan,+1
52.9,139.1,8.7,6.1,5.0,142.6,1,Bhuttan,+1
43.3,141.0,19.1,7.0,4.0,143.5,0,Assam,-1
50.8,146.0,5.1,9.4,5.9,149.5,1,Bhuttan,+1
52.5,140.5,17.6,6.5,4.4,143.0,0,Assam,-1
26.0,127.8,8.3,7.9,6.2,132.7,1,Bhuttan,+1
36.3,147.8,6.5,7.2,5.6,152.0,1,Bhuttan,+1
45.4,144.8,15.9,11.7,6.4,148.3,0,Bhuttan,+1
27.6,135.6,10.4,7.3,5.4,139.0,0,Assam,-1
32.4,125.5,6.8,12.0,6.8,134.0,1,Bhuttan,+1
29.6,148.2,10.4,7.5,5.2,150.7,0,Assam,-1
28.7,142.2,9.6,11.5,7.4,149.9,0,Bhuttan,+1
39.3,167.0,9.2,10.7,5.1,172.9,1,Bhuttan,+1
32.3,130.8,10.9,7.5,8.4,137.2,1,Bhuttan,+1
44.8,148.2,14.6,7.9,4.6,150.7,0,Assam,-1
51.6,131.5,12.3,7.7,5.1,134.0,0,Assam,-1
56.6,153.0,6.4,4.7,6.7,156.5,0,Bhuttan,+1
51.5,141.6,7.7,8.6,6.5,146.9,1,Bhuttan,+1
50.3,149.3,15.1,8.2,5.0,153.5,1,Assam,-1
43.9,155.7,18.9,8.5,5.6,158.2,0,Assam,-1
26.0,153.1,17.3,6.6,4.0,155.6,0,Assam,-1
41.8,152.2,10.1,10.6,7.4,158.7,1,Bhuttan,+1
60.6,162.8,9.6,9.5,4.0,165.3,0,Assam,-1
58.7,163.0,24.3,10.3,6.4,169.2,1,Bhuttan,+1
55.3,125.4,3.5,6.6,5.3,131.5,1,Bhuttan,+1
56.6,131.4,10.9,7.8,4.3,133.9,0,Assam,-1
36.2,134.9,12.6,7.5,5.1,137.4,1,Assam,-1
38.0,153.2,17.1,9.0,5.5,156.7,0,Bhuttan,+1
46.0,142.8,14.2,9.1,5.6,145.3,0,Assam,-1
67.4,156.0,13.7,10.0,5.8,159.5,1,Bhuttan,+1
52.0,137.8,9.7,10.0,7.5,144.0,1,Bhuttan,+1
65.1,133.9,7.6,13.6,5.7,141.8,1,Bhuttan,+1
41.2,141.3,9.0,11.3,4.7,144.8,1,Bhuttan,+1
33.1,161.0,13.4,8.9,4.2,163.6,0,Assam,-1
42.8,146.9,3.8,7.1,4.6,149.4,0,Assam,-1
48.3,149.3,12.9,11.2,5.2,154.0,1,Bhuttan,+1
39.3,149.1,12.5,9.7,6.1,152.6,1,Bhuttan,+1
61.4,154.3,6.8,6.7,6.3,157.8,1,Bhuttan,+1
49.7,141.0,16.7,13.5,6.2,145.3,1,Bhuttan,+1
40.1,136.5,16.6,10.5,6.5,140.0,1,Bhuttan,+1
65.0,142.1,19.1,9.9,5.8,144.6,1,Assam,-1
57.2,130.9,12.1,9.1,5.4,133.4,0,Assam,-1
66.9,142.5,12.4,10.1,4.5,145.0,0,Assam,-1
40.0,127.8,6.2,12.9,5.2,134.1,1,Bhuttan,+1
20.8,139.6,10.9,8.6,5.9,145.1,1,Bhuttan,+1
53.3,131.8,4.7,7.8,6.1,137.9,0,Bhuttan,+1
41.7,137.1,12.7,10.5,6.1,139.6,0,Assam,-1
73.4,156.3,10.3,11.1,5.7,161.8,1,Bhuttan,+1
55.8,120.9,11.0,11.8,7.2,127.8,1,Bhuttan,+1
58.2,155.8,6.3,9.5,5.4,158.3,0,Assam,-1
24.0,134.6,22.0,10.9,8.2,145.2,1,Bhuttan,+1
44.9,165.0,13.6,9.2,5.7,167.5,0,Assam,-1
51.5,145.5,10.1,7.2,5.5,149.0,1,Bhuttan,+1
46.6,146.2,10.0,9.4,6.3,149.7,1,Bhuttan,+1
36.6,123.2,11.9,8.2,3.9,125.7,0,Assam,-1
43.5,145.0,6.0,10.4,7.0,149.4,1,Bhuttan,+1
49.5,155.0,11.8,12.5,6.2,158.5,1,Bhuttan,+1
56.6,158.1,8.7,6.8,4.3,160.6,0,Assam,-1
55.6,144.1,15.0,12.8,4.3,147.6,1,Bhuttan,+1
49.1,152.4,15.6,8.9,3.8,157.4,0,Assam,-1
48.0,177.3,11.3,5.9,4.8,181.0,0,Assam,-1
40.8,141.5,5.4,8.0,6.0,144.0,0,Assam,-1
37.3,153.2,13.5,10.7,5.3,157.1,1,Bhuttan,+1
37.0,150.9,13.5,9.1,4.8,156.1,1,Bhuttan,+1
47.3,153.9,6.2,10.5,6.1,157.4,1,Bhuttan,+1
37.3,140.2,2.6,11.7,6.0,143.7,1,Bhuttan,+1
42.4,127.3,5.5,8.5,5.7,133.5,1,Bhuttan,+1
51.1,145.8,4.7,12.3,6.3,150.3,1,Bhuttan,+1
64.4,151.7,6.1,9.5,5.9,154.2,0,Assam,-1
36.6,145.8,5.0,10.3,5.5,149.3,1,Bhuttan,+1
39.7,152.0,13.6,10.2,3.9,154.5,0,Assam,-1
59.2,154.9,9.0,9.4,5.4,157.4,0,Assam,-1
51.4,150.5,3.4,9.3,6.0,154.0,1,Bhuttan,+1
31.0,139.6,10.1,8.8,6.5,146.8,1,Bhuttan,+1
38.4,139.5,11.6,10.7,4.9,142.0,0,Assam,-1
36.3,155.1,8.7,7.3,5.3,157.6,0,Assam,-1
46.4,148.9,6.9,8.7,4.9,151.4,0,Assam,-1
58.0,136.6,12.8,9.5,5.6,139.3,0,Assam,-1
39.7,150.0,3.3,9.2,5.6,153.5,1,Bhuttan,+1
39.0,126.7,12.3,6.7,5.5,129.2,0,Assam,-1
15.6,131.2,14.4,8.5,5.7,133.7,0,Assam,-1
65.6,122.7,11.0,7.6,5.9,125.8,1,Assam,-1
52.7,147.7,8.7,9.1,6.9,151.2,1,Bhuttan,+1
37.5,156.8,11.0,9.7,6.3,160.3,1,Bhuttan,+1
36.3,147.6,18.9,6.8,6.5,150.1,0,Assam,-1
48.5,144.5,3.1,11.9,6.1,148.0,1,Bhuttan,+1
30.7,124.1,7.5,11.4,6.1,130.2,1,Bhuttan,+1
42.7,140.7,15.9,7.2,4.6,143.2,0,Assam,-1
37.1,135.3,12.4,11.1,5.3,141.8,0,Bhuttan,+1
25.4,144.3,9.5,11.0,5.8,147.8,1,Bhuttan,+1
49.2,150.5,5.5,5.3,3.2,153.0,1,Assam,-1
34.4,141.2,14.2,7.3,5.1,143.7,0,Assam,-1
33.3,146.8,6.9,13.6,5.4,150.3,1,Bhuttan,+1
50.8,151.7,11.4,9.3,4.2,154.2,0,Assam,-1
44.4,153.2,7.3,6.5,5.4,155.7,0,Assam,-1
47.7,127.5,12.8,6.5,4.8,130.0,0,Assam,-1
54.7,147.8,6.8,6.8,5.1,150.3,0,Assam,-1
33.4,148.3,2.6,7.7,5.4,151.8,1,Bhuttan,+1
46.8,144.8,18.0,10.7,5.3,149.1,1,Bhuttan,+1
55.8,148.3,8.0,9.1,5.6,151.8,1,Bhuttan,+1
60.7,156.5,19.7,9.6,4.7,159.0,0,Assam,-1
36.4,132.7,12.4,7.8,5.4,135.2,0,Assam,-1
46.0,137.0,13.1,13.7,5.0,141.2,0,Bhuttan,+1
58.5,150.5,3.5,8.5,5.1,154.0,1,Bhuttan,+1
45.1,130.9,10.3,9.5,5.6,133.4,0,Assam,-1
14.8,128.7,7.8,9.5,6.1,134.3,1,Bhuttan,+1
44.0,160.4,1.5,8.0,5.3,162.9,0,Assam,-1
53.9,149.7,9.1,11.1,5.2,153.3,1,Bhuttan,+1
59.3,140.5,18.5,10.6,6.4,144.6,1,Bhuttan,+1
28.6,139.8,12.2,9.4,5.6,144.8,1,Bhuttan,+1
60.7,132.4,2.1,9.3,5.8,139.7,1,Bhuttan,+1
29.2,135.4,15.4,5.9,4.6,137.9,0,Assam,-1
41.1,149.4,9.7,8.5,7.1,157.7,1,Bhuttan,+1
69.4,138.5,19.1,11.1,6.0,141.5,0,Assam,-1
34.2,130.2,5.8,10.2,5.7,134.8,0,Bhuttan,+1
40.0,147.7,5.9,6.0,3.2,150.6,0,Assam,-1
62.0,139.9,2.6,8.9,5.2,144.4,1,Bhuttan,+1
62.9,138.1,10.7,7.7,5.6,140.6,0,Assam,-1
56.8,165.8,8.2,8.7,4.6,169.8,1,Bhuttan,+1
41.4,137.9,9.1,8.3,4.9,140.4,0,Assam,-1
29.0,154.4,8.0,8.7,4.4,157.6,0,Assam,-1
56.4,137.7,15.8,8.0,4.5,140.2,1,Assam,-1
44.7,140.7,10.7,8.3,7.4,144.2,1,Bhuttan,+1
65.0,161.2,9.9,9.1,6.4,165.6,1,Bhuttan,+1
46.4,121.6,9.9,6.5,5.6,124.6,0,Assam,-1
