
ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
671,     4,     6,     9,     4,     0,     9,     3,     6,     4,     1,     0,     5,     4,     1,     3,     4,     9,     3,     1,     1
672,     6,     5,    10,     7,     0,     6,     4,     5,     9,     3,     2,     6,     1,     1,     3,     7,     9,     8,     0,     0
673,     3,     2,     2,     7,     4,     8,     8,     5,     1,    10,    10,     5,     8,     1,     5,     5,     8,     6,     3,     6
674,     2,     2,     2,     8,     4,     5,     8,     7,     0,     8,     8,     5,     7,     1,     4,     5,     8,     3,     5,     7
675,     5,     6,     9,     4,     0,     9,     7,     4,    10,     1,     0,     5,     4,     1,     1,     7,     7,     4,     0,     1
676,     5,     1,     7,     6,     5,     5,     8,     5,     8,     8,     1,     8,     5,     5,     2,     5,     5,     9,     4,     2
677,     3,     4,     7,     6,     7,     5,     9,     6,     6,     9,     4,     3,     2,     6,     3,     7,     8,     5,     7,     0
678,     6,     9,     8,     7,     0,     8,     4,     3,     8,     3,     1,     3,     1,     1,     2,     5,     8,     6,     1,     4
679,     7,     1,     6,     8,     7,     6,     8,     4,     4,     9,     1,     4,     6,     4,     1,     5,     5,     6,     6,     3
680,     4,     3,     5,     8,     4,     5,     6,     5,     5,     9,     0,     7,     4,     5,     2,     2,     8,     5,     6,     1
681,     8,     8,     8,    10,     6,     8,     8,     4,     3,     3,     1,     5,     4,     1,     3,     5,     3,     4,     5,     3
682,     2,     2,     1,     8,     1,     6,     8,     4,     2,     9,     8,     7,     8,     1,     4,     3,     6,     2,     4,     6
683,    10,     9,     5,     9,     9,     7,     9,     5,     2,     2,     2,     7,     2,     0,     3,     3,     2,     6,     5,     4
684,     2,     0,     0,     7,     2,     8,     6,     6,     2,     9,     9,     3,     5,     5,     8,     3,     8,     3,     7,     6
685,     1,     1,     4,     7,     1,     7,     9,     7,     0,    10,     8,     3,     7,     2,     6,     6,     9,     5,     7,     5
686,     3,     1,     1,     9,     5,     4,     9,     5,     1,     8,     7,     5,     4,     2,     7,     3,     7,     4,     5,     8
687,     6,     5,     7,     5,     0,     9,     5,     5,     9,     2,     2,     5,     3,     2,     5,     7,     9,     4,     1,     3
688,     7,     7,    10,     8,     8,     6,     9,     4,     7,     0,     1,     7,     4,     4,     3,     4,     2,     3,     5,     0
689,     3,     1,     2,     9,     2,     6,     9,     8,     0,     8,     8,     4,     6,     5,     6,     4,     7,     5,     7,     7
690,     3,     0,     4,     8,     1,     7,     8,     4,     1,     9,     8,     2,     5,     2,     9,     4,     9,     5,     5,     7
691,     6,     5,     7,     6,     0,     4,     3,     6,     9,     1,     0,     7,     4,     2,     2,     5,     8,     6,     0,     2
692,     7,     3,     6,     8,     7,     5,     4,     5,     5,     6,     1,     5,     3,     6,     3,     4,     8,     5,     6,     2
693,     2,     2,     2,     8,     2,     6,     7,     3,     0,     8,     9,     5,     8,     4,     6,     4,     7,     4,     7,     6
694,     9,     4,     8,     7,     7,     7,     7,     5,     5,     4,     1,     5,     7,     3,     5,     4,     9,     3,     4,     0
695,     6,     6,    10,     7,     0,     8,     4,     5,     8,     1,     1,     6,     5,     5,     4,     5,     7,     5,     0,     4
696,     7,     3,     9,     4,     5,     7,     7,     7,     7,     8,     3,     7,     1,     6,     3,     6,     5,     5,     5,     4
697,     5,     3,     7,     6,     4,     6,     3,     4,     3,     7,     2,     4,     5,     4,     2,     6,     7,     4,     8,     2
698,     4,     6,     7,     4,     0,     6,     5,     4,     8,     2,     1,     7,     2,     0,     2,     4,     7,     6,     0,     2
699,    10,     8,     8,     7,     8,     9,     7,     4,     6,     1,     3,     7,     2,     1,     1,     5,     1,     4,     7,     4
700,     1,     1,     0,     8,     3,     2,     9,     6,     1,     9,     8,     4,     8,     3,     5,     5,     7,     4,     3,     7
701,     1,     3,     1,     8,     1,     8,     5,     5,     1,     8,     7,     4,     4,     3,     5,     3,     9,     5,     6,     7
702,     1,     1,     3,     8,     5,     6,     7,     4,     1,     7,     8,     6,     7,     3,     5,     4,     7,     5,     5,     5
703,     8,     6,    10,     8,     0,     8,     3,     4,     9,     0,     1,     7,     3,     2,     2,     7,     9,     3,     0,     4
704,     1,     1,     3,     8,     4,     5,     5,     4,     0,     6,     9,     3,     8,     3,     5,     6,     8,     9,     2,     4
705,     6,     2,     8,     7,     5,     8,     7,     2,     6,     7,     0,     5,     4,     7,     2,     6,    10,     4,     4,     6
706,     0,     1,     2,     8,     0,     5,    10,     6,     2,     9,     7,     8,     7,     6,     4,     7,     9,     3,     4,     7
707,    10,     7,     6,     7,     7,     6,     9,     6,     3,     3,     2,     7,     3,     4,     3,     9,     0,     6,     6,     3
708,     9,     6,     8,     8,     7,     9,     7,     4,     2,     4,     1,     3,     6,     1,     2,     3,     1,     6,     7,     1
709,     1,     3,     3,     8,     3,    10,     8,     7,     0,     8,     9,     3,     5,     3,     5,     9,     9,     6,     1,     6
710,    10,     8,     6,     9,     8,    10,     7,     7,     4,     2,     1,     4,     2,     6,     1,     3,     2,     4,     5,     4
711,     5,     1,     8,     8,     6,     5,     7,     4,     8,    10,     2,     8,     2,     6,     3,     6,     8,     3,     6,     2
712,     4,     4,     9,     7,     6,     5,     4,     5,     6,     8,     3,     6,     2,     5,     5,     6,     6,     8,     6,     2
713,     4,     3,     9,     7,     1,     7,     1,     5,     9,     0,     0,     5,     3,     4,     5,     6,     8,     4,     0,     4
714,     6,     3,     7,     6,     5,     5,     7,     3,     3,     7,     1,     5,     5,     3,     4,     6,     7,     3,     3,     3
715,     9,     6,     6,     7,     9,     7,     9,     3,     7,     2,     2,     7,     1,     3,     3,     6,     1,     2,     7,     1
716,     7,     2,     9,    10,     6,     7,     7,     5,     5,     6,     3,     3,     6,     7,     2,     1,     6,     4,     8,     2
717,     4,     1,     6,     5,    10,     6,     5,     5,     6,     8,     1,     5,     3,     6,     4,     7,     7,     6,     4,     1
718,     3,     0,     1,     6,     2,     6,     7,     6,     1,     9,     8,     6,     3,     2,     5,     4,     8,     6,     3,     6
719,     8,     4,     8,     6,     0,     7,     6,     6,     7,     2,     2,     4,     6,     2,     6,     5,     6,     6,     0,     1
720,    10,     4,     5,     8,     8,     8,    10,     4,     4,     0,     2,     5,     5,     4,     4,     6,     1,     6,     6,     2
721,     3,     2,     5,     7,     3,     4,     7,     8,     1,     8,     8,     6,     8,     0,     3,     5,     8,     2,     4,     7
722,     3,     5,     8,     4,     7,     7,     7,     4,     1,     8,     1,     8,     4,     4,     1,     4,     7,     7,     6,     2
723,     2,     7,     8,     6,     0,     8,     2,     5,     9,     2,     2,     5,     2,     2,     1,     5,     4,     7,     1,     0
724,     1,     4,     8,     8,     8,     8,     7,     3,     5,     8,     7,     8,     5,     5,     3,     6,     7,     5,     4,     3
725,     7,     7,     9,     5,     0,    10,     4,     2,     7,     3,     1,     5,     3,     0,     0,     3,     6,     5,     0,     5
726,    10,     9,     6,     7,     8,     5,     9,     3,     4,     3,     3,     4,     6,     5,     1,     6,     0,     6,     3,     3
727,     6,     6,     9,     6,     0,     9,     1,     5,     5,     3,     1,     8,     1,     4,     3,     4,     8,     2,     0,     1
728,     5,     3,     5,     7,     5,     8,     9,     4,     5,     9,     2,     6,     3,    10,     1,     3,     9,     5,     4,     1
729,     3,     6,     8,     7,     0,     9,     3,     3,     8,     2,     0,     8,     6,     1,     3,     4,     6,     7,     0,     2
730,     4,     2,     4,     7,     2,     5,     7,     3,     2,    10,     4,     5,     9,     1,     6,     5,     9,     7,     5,     8
731,     6,     5,     6,     5,     8,     4,     7,     5,     9,     9,     2,     7,     2,     5,     3,     4,     6,     4,     5,     3
732,     4,     3,     7,     8,     7,     7,     6,     3,     5,     7,     1,     4,     4,     7,     2,     6,     7,     4,     2,     4
733,    10,     6,     7,     9,     8,     5,     6,     3,     5,     0,     3,     7,     0,     2,     1,     6,     1,     3,     5,     5
734,     0,     3,     3,     9,     3,     5,     7,     5,     1,     9,     7,     7,     6,     1,     5,     2,     9,     2,     5,     7
735,     3,     2,     2,     8,     1,     6,     7,     2,     1,     9,     8,     4,     7,     3,     3,     4,     8,     3,     3,     7
736,     6,     1,     6,     6,     6,     8,     8,     5,     7,    10,     1,     5,     6,     5,     4,     4,     8,     5,     7,     1
737,     8,     6,     8,     7,     0,     6,     4,     7,     9,     2,     1,     6,     5,     3,     2,     6,     4,     4,     1,     4
738,     3,     5,     3,     9,     2,     5,     7,     3,     1,     8,     8,     4,     6,     5,     5,     4,     8,     2,     5,     8
739,    10,     9,     6,    10,     9,     8,    10,     3,     6,     2,     2,     0,     3,     4,     1,     5,     3,     6,     4,     2
740,     4,     9,     8,     5,     0,     9,     4,     4,     8,     1,     1,     5,     4,     0,     3,     6,     7,     2,     0,     3
741,    10,     8,     8,    10,     7,     7,     7,     6,     8,     4,     1,     7,     5,     1,     4,     6,     1,     7,     6,     3
742,     4,     2,     6,     9,     4,     5,     7,     4,     6,     7,     1,     5,     1,     4,     2,     5,     7,     4,     5,     3
743,     3,     3,     2,     9,     3,     6,     5,     2,     1,    10,     9,     5,     9,     3,     7,     5,     7,     1,     5,     3
744,     2,     2,     2,     9,     3,     5,     8,     5,     1,     8,     6,     1,     9,     1,     4,     4,     9,     7,     7,     6
745,     3,     2,     1,     8,     3,     8,    10,     4,     2,     6,     7,     7,     8,     3,     7,     5,     6,     5,     7,     7
746,     7,     4,     7,     8,     2,     9,     5,     5,     8,     3,     0,     7,     4,     1,     3,     4,     8,     4,     1,     3
747,     6,     1,     5,     7,     4,     6,     8,     7,     3,     9,     3,     6,     3,     5,     4,     4,     6,     6,     4,     2
748,     4,     2,     8,     7,     9,     7,     7,     3,     4,     8,     2,     5,     2,     6,     3,     5,    10,     2,     4,     2
749,    10,     8,     7,    10,     8,     5,     9,     7,     4,     1,     2,     6,     4,     4,     3,     5,     0,     4,     4,     1
750,    10,     7,     9,     9,     8,     7,     7,     7,     3,     1,     5,     6,     3,     0,     1,     4,     3,     5,     6,     2
751,     6,     4,     7,     3,     0,     6,     4,     4,     8,     2,     3,     7,     2,     3,     2,     6,    10,     3,     1,     4
752,     5,     6,     7,     4,     0,     5,     6,     5,     9,     2,     2,     6,     4,     2,     2,     6,     8,     2,     0,     2
753,     9,     7,     8,     6,     8,     6,     9,     8,     3,     2,     3,     4,     3,     1,     6,     5,     0,     5,     4,     4
754,     7,     3,    10,     7,     0,     7,     6,     6,     6,     1,     0,     6,     5,     4,     6,     6,     9,     5,     0,     3
755,     4,     3,     5,     6,     7,     6,     9,     5,     7,     6,     0,     4,     4,     4,     2,     4,     8,     6,     5,     0
756,     6,     2,     9,     4,     6,     5,     6,     8,     5,     9,     1,     2,     2,     5,     2,     2,     7,     5,     4,     2
757,     2,     3,     0,     7,     5,     7,     7,     6,     1,    10,     8,     6,     6,     2,     5,     4,     9,     2,     4,     8
758,     0,     2,     2,     7,     1,     5,     9,     5,     1,     8,     8,     6,     9,     3,     7,     4,     7,     6,     9,     4
759,     4,     6,    10,     3,     0,     9,     3,     4,     8,     2,     1,     5,     1,     1,     3,     5,     6,     4,     1,     6
760,     0,     3,     2,     7,     1,     6,     9,     7,     0,     8,    10,     5,     6,     2,     6,     5,     8,     6,     3,     5
761,     8,     7,     9,     7,     0,     8,     5,     5,     8,     2,     1,     6,     4,     1,     2,     4,     7,     6,     0,     5
762,     0,     3,     2,    10,     0,     8,     7,     4,     2,     8,     7,     5,     9,     4,     7,     5,     7,     4,     6,     5
763,     6,     3,    10,     5,     0,     9,     4,     7,     7,     2,     0,     2,     3,     4,     1,     4,     6,     4,     0,     4
764,     6,     4,     6,     8,     4,     6,     7,     5,     3,     8,     3,     6,     5,     8,     3,     7,     8,     7,     7,     1
765,     5,     5,     9,     6,     0,     4,     2,     7,     9,     1,     0,     8,     4,     2,     4,     6,     9,     5,     0,     5
766,     9,     8,     9,     7,     8,     5,     7,     2,     6,     3,     2,     3,     2,     4,     1,     1,     1,     6,     4,     2
767,     0,     0,     2,     9,     2,     7,     9,     7,     0,     8,     9,     4,     7,     4,     6,     5,     8,     5,     3,     6
768,     3,     1,     3,     9,     2,     5,     5,     5,     2,     7,     7,     3,     7,     3,     5,     6,     8,     4,     5,     8
769,     1,     2,     4,     8,     2,     6,     6,     5,     0,     7,     7,     5,     8,     4,     7,     3,    10,     3,     6,     5
770,     1,     0,     2,     9,     4,     4,     8,     8,     0,     8,     8,     6,     7,     2,     6,     4,     9,     4,     3,     5
771,     4,     0,     2,     9,     7,     8,     8,     4,     0,     7,     8,     8,     7,     2,     5,     4,     5,     6,     8,     5
772,     7,     7,     5,     5,     6,     7,     9,     8,     6,    10,     1,     6,     3,     7,     5,     7,     8,     4,     4,     1
773,     2,     2,     3,     9,     1,     6,     8,     6,     0,    10,     6,     3,     6,     1,     5,     5,     7,     3,     6,     6
774,    10,     8,     8,    10,     9,     5,     7,     5,     3,     3,     2,     4,     5,     3,     3,     6,     0,     6,     3,     4
775,    10,     9,     8,     7,     8,     8,     6,     5,     5,     4,     2,     3,     4,     3,     2,     3,     0,     7,     3,     1
776,     1,     1,     4,     7,     3,     5,     4,     3,     0,    10,     6,     5,     6,     1,     5,     6,     7,     4,     8,     5
777,     5,     2,     6,     6,     6,     6,     7,     4,     5,     8,     1,     6,     4,     7,     4,     5,     7,     4,     3,     1
778,     6,     7,     8,     4,     0,     9,     5,     2,     8,     3,     2,     6,     3,     6,     4,     4,     9,     4,     1,     4
779,     6,     6,     9,     7,     0,     8,     5,     4,     6,     2,     2,     5,     5,     3,     3,     5,     7,     4,     1,     8
780,     4,     5,     7,     5,     0,     7,     5,     3,     8,     2,     0,     6,     2,     1,     6,     4,     6,     4,     0,     0
781,     9,     7,     6,     8,     6,     6,     3,     6,     5,     1,     1,     3,     4,     3,     1,     7,     0,     5,     4,     1
782,     4,     2,     8,     7,     5,     6,     7,     4,     2,     8,     1,     5,     3,     5,     3,     5,     7,     4,     5,     1
783,     2,     1,     1,     7,     5,     5,     8,     3,     1,     8,     6,     6,     7,     2,     8,     6,    10,     3,     5,     5
784,     9,     6,     8,     9,     7,    10,    10,     6,     7,     4,     4,     7,     2,     2,     5,     7,     1,     3,     5,     4
785,     7,     5,     8,     3,     0,     7,     2,     3,     7,     1,     2,     5,     4,     2,     2,     3,     5,     8,     0,     3
786,     4,     8,     9,     6,     0,     5,     7,     1,     8,     3,     1,     4,     4,     1,     1,     6,     6,     6,     0,     3
787,    10,     8,     6,     7,     4,     6,     7,     4,     4,     3,     2,     5,     0,     0,     1,     5,     1,     2,     3,     2
788,     1,     2,     1,     9,     2,     5,     7,     7,     2,     8,    10,     3,     5,     1,     8,     7,     6,     3,     5,     4
789,     2,     2,     1,     7,     5,     3,     9,     6,     0,    10,     8,     7,     6,     4,     7,     5,     8,     3,     5,     8
790,     3,     1,     2,     9,     2,     7,     8,     7,     2,    10,     8,     3,     5,     4,     7,     2,     6,     5,     6,     4
791,    10,     9,     7,     9,     8,     6,    10,     4,     6,     2,     4,     7,     4,     2,     5,     4,     1,     7,     4,     1
792,     6,     8,     9,     5,     0,     7,     1,     6,     9,     1,     1,     6,     2,     2,     4,     5,     8,     4,     0,     3
793,     9,     8,     7,     8,     8,     6,     8,     2,     5,     2,     2,     2,     6,     3,     3,     5,     0,     5,     6,     1
794,     2,     3,     3,    10,     3,     7,     6,     3,     1,     8,     8,     8,     7,     4,     6,     5,     8,     7,     3,     6
795,     4,    10,     7,     6,     0,     5,     3,     4,     9,     1,     1,     5,     1,     3,     2,     6,     8,     5,     0,     2
796,     5,     5,     5,     7,     4,     7,     8,     6,     5,     8,     4,     6,     2,     7,     4,     5,     7,     7,     4,     1
797,     3,     5,     9,     5,     1,     8,     6,     1,     8,     4,     0,     5,     1,     3,     3,     4,     7,     5,     2,     3
798,     3,     8,     7,     9,     5,     6,     5,     6,     7,    10,     2,     5,     5,     3,     3,     7,     8,     7,     6,     0
799,     3,     5,     6,     7,     1,     5,     8,     7,     0,     8,     9,     7,     7,     1,     7,     6,     7,     4,     3,     6
800,     5,     4,     6,     7,     7,     6,     7,     5,     5,     6,     1,     6,     6,     6,     4,     4,     9,     6,     1,     0
801,     6,     6,     7,     5,     0,     9,     3,     2,     9,     1,     3,     4,     5,     3,     2,     3,     7,     6,     1,     4
802,     5,     1,     4,    10,     3,     6,     8,     6,     1,     9,     7,     5,     7,     5,     4,     5,     9,     5,     5,     6
803,     3,     0,     3,     9,     2,     6,     7,     6,     0,     9,     7,     7,     8,     1,     3,     5,    10,     4,     6,     8
804,     6,     5,     9,     6,     0,     7,     2,     4,    10,     2,     1,     6,     2,     1,     3,     7,     9,     5,     0,     2
805,     8,     4,     9,     9,     7,     6,     6,     4,     7,     7,     1,     7,     4,     2,     7,     4,     3,     7,     6,     2
806,     2,     3,     0,     8,     5,     6,     8,     4,     2,     8,     9,     3,     8,     2,     6,     4,     7,     7,     5,     7
807,     2,     4,     1,     6,     1,     6,     9,     4,     0,     9,     8,     5,     6,     4,     5,     4,     8,     6,     6,     9
808,     4,     2,     1,     8,     3,     4,     9,     7,     1,     8,     7,     5,     7,     3,     5,     5,     9,     8,     6,     6
809,     8,     8,     9,    10,     8,     6,     8,     2,     5,     1,     2,     6,     2,     3,     3,     1,     0,     4,     8,     2
810,     5,     3,     7,     7,     4,     4,     6,     8,     5,     7,     5,     8,     1,     4,     4,     3,     8,     4,     4,     0
811,    10,    10,     8,     8,     9,     6,     8,     2,     7,     2,     2,     6,     1,     3,     4,     4,     2,     6,     3,     2
812,    10,     8,     8,     8,     8,     7,     8,     4,     5,     3,     2,     6,     3,     2,     2,     5,     1,     4,     9,     1
813,     6,     6,     9,     9,     0,     7,     4,     5,     7,     2,     1,     3,     4,     3,     3,     4,     6,     2,     0,     2
814,     7,     2,     6,     8,     6,     5,     8,     5,     5,     7,     4,     3,     6,     8,     3,     3,     6,     4,     5,     3
815,     5,     7,     9,     6,     0,     8,     6,     2,    10,     5,     0,     5,     3,     2,     5,     6,     6,     6,     0,     1
816,     9,     6,    10,     5,     0,     5,     4,     4,     9,     0,     2,     5,     3,     2,     2,     4,     8,     3,     0,     4
817,     4,     6,    10,     8,     1,     7,     3,     3,     7,     3,     2,     3,     2,     1,     4,     3,     8,     6,     1,     4
818,     9,     7,     7,     9,     9,     5,     9,     4,     3,     2,     0,     7,     4,     2,     2,     4,     2,     4,     3,     3
819,     4,     4,     8,     5,     0,     5,     4,     5,     9,     2,     0,     6,     5,     4,     2,     7,     9,     5,     2,     3
820,     4,     3,     0,    10,     1,     8,     8,     6,     0,     9,     8,     3,     4,     0,     6,     5,     7,     7,     3,     8
821,    10,     7,     8,     8,     8,     7,     7,     6,     8,     1,     3,     7,     2,     4,     0,     4,     2,     7,     7,     2
822,     5,     1,     7,     5,     4,     5,     6,     6,     5,     7,     0,     6,     3,     5,     3,     6,     6,     3,     4,     1
823,     5,     3,     8,     7,     0,     7,     5,     5,    10,     7,     3,     5,     1,     1,     3,     4,    10,     5,     1,     2
824,     2,     1,     2,     7,     5,     5,     9,     3,     1,    10,     7,     5,     5,     1,     5,     4,     9,     4,     6,     6
825,     2,     3,     2,     9,     4,     8,     7,     4,     0,    10,     5,     5,     6,     4,     5,     4,     9,     5,     4,     5
826,     8,     5,     8,     5,     0,     6,     5,     6,     7,     4,     0,     5,     1,     2,     3,     5,     6,     4,     0,     4
827,     3,     2,     0,     8,     0,     5,     9,     5,     1,     9,     7,     7,     8,     4,     5,     7,     6,     8,     6,     5
828,     3,     6,     8,     9,     0,     5,     6,     3,     9,     3,     0,     7,     3,     1,     5,     2,     9,     3,     0,     2
829,     3,     1,     5,     8,     2,     4,     7,     3,     1,     7,     9,     5,     7,     2,     4,     2,     6,     4,     8,     9
830,     2,     4,    10,     3,     0,     6,     4,     8,     8,     0,     0,     7,     2,     3,     3,     6,     6,     3,     0,     3
831,     3,     2,     2,     7,     3,     4,     8,     6,     1,     9,     7,     4,     7,     2,     8,     6,     9,     5,     4,     5
832,     8,     7,    10,     6,     1,     6,     2,     4,     6,     2,     1,     5,     2,     4,     4,     4,     7,     6,     0,     3
833,     7,     2,     7,     9,     8,     9,     4,     6,     6,     9,     2,     6,     5,     5,     4,     5,     6,     6,     5,     3
834,     7,     5,     5,     5,     4,     4,     7,     1,     3,     9,     0,     5,     4,     4,     1,     5,     8,     5,     4,     0
835,    10,    10,     8,     9,     7,     9,    10,     5,     3,     4,     3,     6,     5,     3,     3,     6,     1,     4,     6,     3
836,     9,     8,     7,     7,    10,     9,     7,     5,     6,     2,     2,     6,     6,     1,     1,     6,     0,     3,     1,     3
837,     8,     1,     4,     6,     7,     8,     7,     6,     4,    10,     4,     4,     8,     6,     4,     4,     5,     2,     5,     0
838,    10,    10,     6,     9,     8,     7,    10,     5,     1,     2,     0,     8,     2,     1,     3,     4,     0,     6,     5,     4
839,     5,     5,     8,     6,     0,     8,     6,     4,    10,     2,     0,     6,     5,     2,     3,     6,     5,     4,     0,     5
840,     6,     6,     6,     7,     1,     6,     4,     5,     8,     1,     0,     5,     3,     4,     2,     5,     9,     4,     0,     3
841,     2,     6,     9,     5,     1,     9,     5,     4,     7,     3,     0,     6,     2,     1,     5,     7,     8,     3,     0,     3
842,     7,     3,     7,     5,     6,     5,     5,     6,     6,     7,     2,     5,     7,     9,     2,     2,     4,     1,     5,     3
843,    10,     9,     9,     9,     8,     5,     8,     8,     7,     2,     3,     6,     3,     2,     1,     5,     2,     5,     7,     0
844,     1,     0,     2,    10,     4,     8,     8,     1,     0,     8,     9,     6,     8,     5,     6,     7,     8,     5,     3,     7
845,    10,     7,     8,     8,     8,     7,     9,     6,     4,     1,     5,     3,     3,     1,     1,     7,     2,     6,     5,     0
846,     6,     6,     6,     4,     0,     6,     4,     4,    10,     1,     2,     5,     4,     2,     4,     5,     8,     4,     0,     0
847,     6,     4,    10,     4,     0,     9,     6,     5,     9,     4,     2,     4,     4,     1,     3,     7,     5,     5,     0,     0
848,     6,     1,     6,     5,     7,     6,     8,     5,     3,     9,     0,     5,     3,     6,     3,     3,     9,     6,     6,     0
849,    10,     8,     3,     7,     8,     3,     9,     4,     8,     2,     1,     7,     7,     1,     3,     7,     1,     2,     6,     3
850,    10,     8,     6,     7,     9,     6,     6,     5,     4,     4,     1,     5,     3,     3,     2,     3,     1,     4,     5,     2
851,     1,     0,     2,     5,     0,     3,     7,     5,     0,    10,     6,     3,     6,     4,     4,     4,     9,     4,     6,     4
852,     7,     4,     9,     6,     0,     8,     6,     4,     9,     3,     1,     3,     3,     2,     3,     4,     7,     2,     1,     5
853,    10,     8,     6,    10,     6,     8,     8,     3,     7,     1,     3,     5,     3,     1,     3,     9,     0,     7,     5,     1
854,     6,     4,    10,     4,     0,     6,     5,     5,    10,     1,     2,     4,     3,     2,     7,     3,     7,     3,     2,     3
855,     1,     3,     2,     8,     1,     3,     8,     3,     0,     9,     9,     8,     6,     1,     5,     2,     9,     3,     6,     7
856,     7,     8,     9,     7,     0,     7,     3,     5,     7,     3,     1,     7,     2,     3,     2,     4,     8,     6,     0,     3
857,    10,     8,     9,     9,     9,     9,    10,     9,     5,     1,     1,     7,     4,     0,     2,     2,     2,     7,     5,     2
858,     3,     4,     8,     6,     6,     6,     7,     5,     6,     9,     3,     6,     3,     8,     3,     7,     6,     4,     7,     1
859,     3,     0,     3,    10,     2,     8,    10,     6,     3,     9,     8,     5,     5,     1,     5,     4,     7,     4,     4,     5
860,     3,     3,     8,     6,     7,     7,     4,     2,     5,    10,     1,     6,     4,     8,     5,     6,     7,     4,     7,     2
861,     2,     1,     1,     8,     2,     5,    10,     3,     0,     8,     8,     7,     6,     1,     4,     5,     8,     6,     5,     5
862,     5,     2,     4,     7,     3,     6,     7,     4,     4,     9,     1,     5,     2,     4,     1,     5,     8,     5,     1,     4
863,     4,     7,     1,     7,     3,     6,     7,     5,     2,     8,    10,     7,     7,     1,     6,     4,     6,     4,     4,     6
864,     5,     2,     6,     6,     6,     5,     7,     6,     6,     9,     0,     4,     7,     7,     3,     7,     8,     6,     5,     1
865,     7,     3,     9,     6,     0,     5,     3,     2,     5,     2,     1,     4,     2,     3,     2,     3,     9,     4,     0,     4
866,     4,     7,     9,     5,     0,     7,     4,     6,     7,     3,     2,     6,     2,     1,     3,     8,     8,     3,     0,     1
867,     6,     8,     9,     6,     0,     8,     5,     5,     7,     2,     0,     5,     1,     3,     2,     6,    10,     6,     2,     1
868,     1,     3,     3,     4,     4,     6,     7,     6,     0,     9,     7,     5,    10,     0,     5,     5,     9,     7,     2,     7
869,     9,     6,     8,     8,    10,     6,     9,     5,     6,     2,     1,     5,     3,     5,     2,     8,     1,     8,     4,     0
870,     9,     9,     9,     6,     7,     7,     6,     4,     6,     4,     1,     3,     4,     5,     4,     6,     0,     4,     5,     2
871,     5,     6,     8,     9,     7,     8,     7,     5,     5,     9,     1,     7,     4,     3,     3,     4,     8,     4,     8,     0
872,     6,     1,     7,     7,     8,     5,     6,     3,     3,     8,     2,     6,     2,     4,     2,     2,     9,     4,     2,     2
873,     9,     9,     8,     8,     8,     7,     7,     4,     3,     1,     3,     7,     3,     2,     1,     4,     0,     6,     4,     2
874,     2,     3,     2,     8,     2,     7,     9,     6,     4,     7,     8,     6,     9,     2,     6,     4,    10,     7,     6,     6
875,     1,     2,     4,     8,     3,     5,     6,     9,     0,    10,     7,     6,     6,     4,     7,     5,    10,     7,     5,     6
876,     3,     5,     1,     7,     1,     6,    10,     4,     1,    10,     9,     5,     4,     1,     4,     4,    10,     4,     6,     5
877,    10,     6,     9,     9,     8,     8,     8,     8,     2,     1,     2,     5,     4,     2,     1,     7,     1,     2,     5,     2
878,     6,     3,     5,     7,     7,     9,     7,     7,     7,     8,     2,     4,     3,     6,     2,     6,     6,     5,     5,     5
879,     2,     4,     1,    10,     4,     8,     9,     3,     1,     9,     5,    10,     9,     3,     6,     7,     9,     4,     3,     5
880,     5,     5,    10,     4,     1,     8,     7,     7,     8,     1,     0,     3,     2,     1,     2,     4,     7,     2,     1,     4
881,     8,     4,     8,     8,     5,     4,     6,     7,     4,     8,     2,     6,     5,     8,     3,     6,     5,     4,     6,     1
882,     9,     8,     9,     8,    10,     4,     7,     5,     7,     2,     0,     7,     1,     3,     1,     5,     2,     6,     5,     3
883,     4,     3,     1,     7,     4,     5,    10,     2,     1,     9,    10,     6,     8,     4,     7,     6,    10,     7,     6,     6
884,    10,     8,     7,     6,     7,     6,     9,     4,     3,     4,     1,     3,     4,     4,     1,     4,     1,     5,     7,     2
885,     4,     5,     9,     7,     0,     8,     5,     3,     9,     1,     0,     7,     3,     0,     5,     7,     6,     5,     0,     3
886,    10,     9,     8,     9,     9,     8,     8,     3,     5,     1,     0,     4,     4,     0,     2,     6,     2,     3,     6,     1
887,     4,     5,     8,     8,     0,     6,     3,     9,     9,     4,     1,     4,     2,     2,     4,     4,     7,     5,     0,     3
888,     4,     7,     9,     8,     0,     9,     6,     4,     9,     2,     1,     7,     3,     0,     1,     4,     8,     4,     1,     4
889,     2,     3,     0,     7,     2,     1,     8,     8,     1,     9,     9,     5,     8,     2,     4,     1,     6,     7,     4,     6
890,     2,     1,     1,     7,     4,     6,     8,     5,     1,     9,     8,     5,     8,     4,     8,     6,     7,     4,     5,     7
891,     2,     3,     2,     9,     2,     6,     8,     7,     1,     8,     7,     6,     8,     1,     6,     2,     6,     4,     5,     6
892,     2,     1,     5,     6,     5,     3,     6,     4,     6,     5,     4,     8,     4,     8,     7,     3,     8,     7,     7,     1
893,     4,     2,     4,     8,     2,     6,     9,     5,     1,     8,     9,     7,     7,     2,     6,     3,     7,     5,     5,     7
894,    10,     8,     7,     9,     7,     7,     6,     3,     4,     5,     1,     7,     6,     3,     3,     8,     2,     3,     5,     0
